cell_id,DateTime,KWH/hh (per half hour) ,site_id,region
MAC000002,"00:00:00 13,09,01", 0.266 ,A,A
MAC000002,"00:30:00 13,09,01", 0.263 ,A,A
MAC000002,"01:00:00 13,09,01", 0.242 ,A,A
MAC000002,"01:30:00 13,09,01", 0.295 ,A,A
MAC000002,"02:00:00 13,09,01", 0.24 ,A,A
MAC000002,"02:30:00 13,09,01", 0.227 ,A,A
MAC000002,"03:00:00 13,09,01", 0.26 ,A,A
MAC000002,"03:30:00 13,09,01", 0.166 ,A,A
MAC000002,"04:00:00 13,09,01", 0.129 ,A,A
MAC000002,"04:30:00 13,09,01", 0.11 ,A,A
MAC000002,"05:00:00 13,09,01", 0.096 ,A,A
MAC000002,"05:30:00 13,09,01", 0.129 ,A,A
MAC000002,"06:00:00 13,09,01", 0.077 ,A,A
MAC000002,"06:30:00 13,09,01", 0.125 ,A,A
MAC000002,"07:00:00 13,09,01", 0.108 ,A,A
MAC000002,"07:30:00 13,09,01", 0.196 ,A,A
MAC000002,"08:00:00 13,09,01", 0.151 ,A,A
MAC000002,"08:30:00 13,09,01", 0.083 ,A,A
MAC000002,"09:00:00 13,09,01", 0.164 ,A,A
MAC000002,"09:30:00 13,09,01", 0.138 ,A,A
MAC000002,"10:00:00 13,09,01", 0.648 ,A,A
MAC000002,"10:30:00 13,09,01", 0.326 ,A,A
MAC000002,"11:00:00 13,09,01", 0.36 ,A,A
MAC000002,"11:30:00 13,09,01", 0.226 ,A,A
MAC000002,"12:00:00 13,09,01", 0.271 ,A,A
MAC000002,"12:30:00 13,09,01", 0.387 ,A,A
MAC000002,"13:00:00 13,09,01", 0.172 ,A,A
MAC000002,"13:30:00 13,09,01", 0.174 ,A,A
MAC000002,"14:00:00 13,09,01", 0.141 ,A,A
MAC000002,"14:30:00 13,09,01", 0.135 ,A,A
MAC000002,"15:00:00 13,09,01", 0.101 ,A,A
MAC000002,"15:30:00 13,09,01", 0.158 ,A,A
MAC000002,"16:00:00 13,09,01", 0.08 ,A,A
MAC000002,"16:30:00 13,09,01", 0.148 ,A,A
MAC000002,"17:00:00 13,09,01", 0.09 ,A,A
MAC000002,"17:30:00 13,09,01", 0.59 ,A,A
MAC000002,"18:00:00 13,09,01", 0.394 ,A,A
MAC000002,"18:30:00 13,09,01", 0.296 ,A,A
MAC000002,"19:00:00 13,09,01", 0.285 ,A,A
MAC000002,"19:30:00 13,09,01", 0.645 ,A,A
MAC000002,"20:00:00 13,09,01", 0.854 ,A,A
MAC000002,"20:30:00 13,09,01", 0.221 ,A,A
MAC000002,"21:00:00 13,09,01", 0.904 ,A,A
MAC000002,"21:30:00 13,09,01", 1.133 ,A,A
MAC000002,"22:00:00 13,09,01", 1.143 ,A,A
MAC000002,"22:30:00 13,09,01", 1.107 ,A,A
MAC000002,"23:00:00 13,09,01", 0.573 ,A,A
MAC000002,"23:30:00 13,09,01", 0.232 ,A,A
MAC000002,"00:00:00 13,10,01", 0.166 ,A,A
MAC000002,"00:30:00 13,10,01", 0.173 ,A,A
MAC000002,"01:00:00 13,10,01", 0.181 ,A,A
MAC000002,"01:30:00 13,10,01", 0.157 ,A,A
MAC000002,"02:00:00 13,10,01", 0.193 ,A,A
MAC000002,"02:30:00 13,10,01", 0.147 ,A,A
MAC000002,"03:00:00 13,10,01", 0.194 ,A,A
MAC000002,"03:30:00 13,10,01", 0.149 ,A,A
MAC000002,"04:00:00 13,10,01", 0.121 ,A,A
MAC000002,"04:30:00 13,10,01", 0.105 ,A,A
MAC000002,"05:00:00 13,10,01", 0.093 ,A,A
MAC000002,"05:30:00 13,10,01", 0.12 ,A,A
MAC000002,"06:00:00 13,10,01", 0.075 ,A,A
MAC000002,"06:30:00 13,10,01", 0.121 ,A,A
MAC000002,"07:00:00 13,10,01", 0.076 ,A,A
MAC000002,"07:30:00 13,10,01", 0.117 ,A,A
MAC000002,"08:00:00 13,10,01", 0.09 ,A,A
MAC000002,"08:30:00 13,10,01", 0.1 ,A,A
MAC000002,"09:00:00 13,10,01", 0.105 ,A,A
MAC000002,"09:30:00 13,10,01", 0.085 ,A,A
MAC000002,"10:00:00 13,10,01", 0.161 ,A,A
MAC000002,"10:30:00 13,10,01", 0.304 ,A,A
MAC000002,"11:00:00 13,10,01", 0.795 ,A,A
MAC000002,"11:30:00 13,10,01", 0.543 ,A,A
MAC000002,"12:00:00 13,10,01", 0.249 ,A,A
MAC000002,"12:30:00 13,10,01", 0.688 ,A,A
MAC000002,"13:00:00 13,10,01", 0.163 ,A,A
MAC000002,"13:30:00 13,10,01", 0.173 ,A,A
MAC000002,"14:00:00 13,10,01", 0.157 ,A,A
MAC000002,"14:30:00 13,10,01", 0.189 ,A,A
MAC000002,"15:00:00 13,10,01", 0.119 ,A,A
MAC000002,"15:30:00 13,10,01", 0.183 ,A,A
