cell_id,DateTime,KWH/hh (per half hour) ,site_id,region
MAC000069,"06:30:00 13,15,05",0.121,G,C
MAC000069,"07:00:00 13,15,05",0.078,G,C
MAC000069,"07:30:00 13,15,05",0.097,G,C
MAC000069,"08:00:00 13,15,05",0.08,G,C
MAC000069,"08:30:00 13,15,05",0.058,G,C
MAC000069,"09:00:00 13,15,05",0.058,G,C
MAC000069,"09:30:00 13,15,05",0.061,G,C
MAC000069,"10:00:00 13,15,05",0.101,G,C
MAC000069,"10:30:00 13,15,05",0.07,G,C
MAC000069,"11:00:00 13,15,05",0.42,G,C
MAC000069,"11:30:00 13,15,05",0.186,G,C
MAC000069,"12:00:00 13,15,05",0.156,G,C
MAC000069,"12:30:00 13,15,05",0.065,G,C
MAC000069,"13:00:00 13,15,05",0.252,G,C
MAC000069,"13:30:00 13,15,05",0.074,G,C
MAC000069,"14:00:00 13,15,05",0.119,G,C
MAC000069,"14:30:00 13,15,05",0.076,G,C
MAC000069,"15:00:00 13,15,05",0.163,G,C
MAC000069,"15:30:00 13,15,05",0.066,G,C
MAC000069,"16:00:00 13,15,05",0.115,G,C
MAC000069,"16:30:00 13,15,05",0.082,G,C
MAC000069,"17:00:00 13,15,05",0.1,G,C
MAC000069,"17:30:00 13,15,05",0.116,G,C
MAC000069,"18:00:00 13,15,05",0.141,G,C
MAC000069,"18:30:00 13,15,05",0.143,G,C
MAC000069,"19:00:00 13,15,05",0.123,G,C
MAC000069,"19:30:00 13,15,05",0.132,G,C
MAC000069,"20:00:00 13,15,05",0.064,G,C
MAC000069,"20:30:00 13,15,05",0.105,G,C
MAC000069,"21:00:00 13,15,05",0.045,G,C
MAC000069,"21:30:00 13,15,05",0.101,G,C
MAC000069,"22:00:00 13,15,05",0.05,G,C
MAC000069,"22:30:00 13,15,05",0.099,G,C
MAC000069,"23:00:00 13,15,05",0.06,G,C
MAC000069,"23:30:00 13,15,05",0.087,G,C
MAC000069,"00:00:00 13,16,05",0.069,G,C
MAC000069,"00:30:00 13,16,05",0.065,G,C
MAC000069,"01:00:00 13,16,05",0.088,G,C
MAC000069,"01:30:00 13,16,05",0.055,G,C
MAC000069,"02:00:00 13,16,05",0.092,G,C
MAC000069,"02:30:00 13,16,05",0.036,G,C
MAC000069,"03:00:00 13,16,05",0.081,G,C
MAC000069,"03:30:00 13,16,05",0.038,G,C
MAC000069,"04:00:00 13,16,05",0.085,G,C
MAC000069,"04:30:00 13,16,05",0.021,G,C
MAC000069,"05:00:00 13,16,05",0.103,G,C
MAC000069,"05:30:00 13,16,05",0.05,G,C
MAC000069,"06:00:00 13,16,05",0.119,G,C
MAC000069,"06:30:00 13,16,05",0.053,G,C
MAC000069,"07:00:00 13,16,05",0.112,G,C
MAC000069,"07:30:00 13,16,05",0.064,G,C
MAC000069,"08:00:00 13,16,05",0.086,G,C
MAC000069,"08:30:00 13,16,05",0.036,G,C
MAC000069,"09:00:00 13,16,05",0.081,G,C
MAC000069,"09:30:00 13,16,05",0.115,G,C
MAC000069,"10:00:00 13,16,05",0.105,G,C
MAC000069,"10:30:00 13,16,05",0.058,G,C
MAC000069,"11:00:00 13,16,05",0.077,G,C
MAC000069,"11:30:00 13,16,05",0.1,G,C
MAC000069,"12:00:00 13,16,05",0.173,G,C
MAC000069,"12:30:00 13,16,05",0.118,G,C
MAC000069,"13:00:00 13,16,05",0.068,G,C
MAC000069,"13:30:00 13,16,05",0.133,G,C
MAC000069,"14:00:00 13,16,05",0.058,G,C
MAC000069,"14:30:00 13,16,05",0.142,G,C
MAC000069,"15:00:00 13,16,05",0.07,G,C
MAC000069,"15:30:00 13,16,05",0.19,G,C
MAC000069,"16:00:00 13,16,05",0.101,G,C
MAC000069,"16:30:00 13,16,05",0.148,G,C
MAC000069,"17:00:00 13,16,05",0.07,G,C
MAC000069,"17:30:00 13,16,05",0.14,G,C
MAC000069,"18:00:00 13,16,05",0.11,G,C
MAC000069,"18:30:00 13,16,05",0.112,G,C
MAC000069,"19:00:00 13,16,05",0.105,G,C
MAC000069,"19:30:00 13,16,05",0.829,G,C
MAC000069,"20:00:00 13,16,05",0.7,G,C
MAC000069,"20:30:00 13,16,05",0.115,G,C
MAC000069,"21:00:00 13,16,05",0.12,G,C
MAC000069,"21:30:00 13,16,05",0.034,G,C
MAC000069,"22:00:00 13,16,05",0.115,G,C
MAC000069,"22:30:00 13,16,05",0.046,G,C
MAC000069,"23:00:00 13,16,05",0.097,G,C
MAC000069,"23:30:00 13,16,05",0.069,G,C
MAC000069,"00:00:00 13,17,05",0.08,G,C
MAC000069,"00:30:00 13,17,05",0.08,G,C
MAC000069,"01:00:00 13,17,05",0.068,G,C
MAC000069,"01:30:00 13,17,05",0.085,G,C
MAC000069,"02:00:00 13,17,05",0.064,G,C
MAC000069,"02:30:00 13,17,05",0.089,G,C
MAC000069,"03:00:00 13,17,05",0.033,G,C
MAC000069,"03:30:00 13,17,05",0.098,G,C
MAC000069,"04:00:00 13,17,05",0.021,G,C
MAC000069,"04:30:00 13,17,05",0.102,G,C
MAC000069,"05:00:00 13,17,05",0.027,G,C
MAC000069,"05:30:00 13,17,05",0.123,G,C
MAC000069,"06:00:00 13,17,05",0.072,G,C
MAC000069,"06:30:00 13,17,05",0.112,G,C
MAC000069,"07:00:00 13,17,05",0.082,G,C
MAC000069,"07:30:00 13,17,05",0.104,G,C
MAC000069,"08:00:00 13,17,05",0.08,G,C
MAC000069,"08:30:00 13,17,05",0.115,G,C
MAC000069,"09:00:00 13,17,05",0.123,G,C
MAC000069,"09:30:00 13,17,05",0.109,G,C
MAC000069,"10:00:00 13,17,05",0.124,G,C
MAC000069,"10:30:00 13,17,05",0.1,G,C
MAC000069,"11:00:00 13,17,05",0.2,G,C
MAC000069,"11:30:00 13,17,05",0.081,G,C
MAC000069,"12:00:00 13,17,05",0.144,G,C
MAC000069,"12:30:00 13,17,05",0.127,G,C
MAC000069,"13:00:00 13,17,05",0.141,G,C
MAC000069,"13:30:00 13,17,05",0.088,G,C
MAC000069,"14:00:00 13,17,05",0.107,G,C
MAC000069,"14:30:00 13,17,05",0.088,G,C
MAC000069,"15:00:00 13,17,05",0.093,G,C
MAC000069,"15:30:00 13,17,05",0.1,G,C
MAC000069,"16:00:00 13,17,05",0.08,G,C
MAC000069,"16:30:00 13,17,05",0.114,G,C
MAC000069,"17:00:00 13,17,05",0.069,G,C
MAC000069,"17:30:00 13,17,05",0.144,G,C
MAC000069,"18:00:00 13,17,05",0.079,G,C
MAC000069,"18:30:00 13,17,05",0.122,G,C
MAC000069,"19:00:00 13,17,05",0.061,G,C
MAC000069,"19:30:00 13,17,05",0.111,G,C
MAC000069,"20:00:00 13,17,05",0.094,G,C
MAC000069,"20:30:00 13,17,05",0.089,G,C
MAC000069,"21:00:00 13,17,05",0.08,G,C
MAC000069,"21:30:00 13,17,05",0.067,G,C
MAC000069,"22:00:00 13,17,05",0.096,G,C
MAC000069,"22:30:00 13,17,05",0.052,G,C
MAC000069,"23:00:00 13,17,05",0.11,G,C
MAC000069,"23:30:00 13,17,05",0.038,G,C
MAC000069,"00:00:00 13,18,05",0.113,G,C
MAC000069,"00:30:00 13,18,05",0.028,G,C
MAC000069,"01:00:00 13,18,05",0.088,G,C
MAC000069,"01:30:00 13,18,05",0.051,G,C
MAC000069,"02:00:00 13,18,05",0.07,G,C
MAC000069,"02:30:00 13,18,05",0.068,G,C
MAC000069,"03:00:00 13,18,05",0.054,G,C
MAC000069,"03:30:00 13,18,05",0.077,G,C
MAC000069,"04:00:00 13,18,05",0.046,G,C
MAC000069,"04:30:00 13,18,05",0.084,G,C
MAC000069,"05:00:00 13,18,05",0.047,G,C
MAC000069,"05:30:00 13,18,05",0.126,G,C
MAC000069,"06:00:00 13,18,05",0.058,G,C
MAC000069,"06:30:00 13,18,05",0.129,G,C
MAC000069,"07:00:00 13,18,05",0.055,G,C
MAC000069,"07:30:00 13,18,05",0.132,G,C
MAC000069,"08:00:00 13,18,05",0.072,G,C
MAC000069,"08:30:00 13,18,05",0.081,G,C
MAC000069,"09:00:00 13,18,05",0.056,G,C
MAC000069,"09:30:00 13,18,05",0.098,G,C
MAC000069,"10:00:00 13,18,05",0.096,G,C
MAC000069,"10:30:00 13,18,05",0.096,G,C
MAC000069,"11:00:00 13,18,05",0.91,G,C
MAC000069,"11:30:00 13,18,05",0.561,G,C
MAC000069,"12:00:00 13,18,05",0.303,G,C
MAC000069,"12:30:00 13,18,05",0.092,G,C
MAC000069,"13:00:00 13,18,05",0.183,G,C
MAC000069,"13:30:00 13,18,05",0.1,G,C
MAC000069,"14:00:00 13,18,05",0.175,G,C
MAC000069,"14:30:00 13,18,05",0.115,G,C
MAC000069,"15:00:00 13,18,05",0.3,G,C
MAC000069,"15:30:00 13,18,05",0.32,G,C
MAC000069,"16:00:00 13,18,05",0.209,G,C
MAC000069,"16:30:00 13,18,05",0.163,G,C
MAC000069,"17:00:00 13,18,05",0.122,G,C
MAC000069,"17:30:00 13,18,05",0.19,G,C
MAC000069,"18:00:00 13,18,05",0.148,G,C
MAC000069,"18:30:00 13,18,05",0.131,G,C
MAC000069,"19:00:00 13,18,05",0.076,G,C
MAC000069,"19:30:00 13,18,05",0.109,G,C
MAC000069,"20:00:00 13,18,05",0.089,G,C
MAC000069,"20:30:00 13,18,05",0.096,G,C
MAC000069,"21:00:00 13,18,05",0.111,G,C
MAC000069,"21:30:00 13,18,05",0.085,G,C
MAC000069,"22:00:00 13,18,05",0.275,G,C
MAC000069,"22:30:00 13,18,05",0.062,G,C
MAC000069,"23:00:00 13,18,05",0.111,G,C
MAC000069,"23:30:00 13,18,05",0.044,G,C
MAC000069,"00:00:00 13,19,05",0.12,G,C
MAC000069,"00:30:00 13,19,05",0.023,G,C
MAC000069,"01:00:00 13,19,05",0.104,G,C
MAC000069,"01:30:00 13,19,05",0.024,G,C
MAC000069,"02:00:00 13,19,05",0.095,G,C
MAC000069,"02:30:00 13,19,05",0.042,G,C
MAC000069,"03:00:00 13,19,05",0.083,G,C
MAC000069,"03:30:00 13,19,05",0.051,G,C
MAC000069,"04:00:00 13,19,05",0.074,G,C
MAC000069,"04:30:00 13,19,05",0.048,G,C
MAC000069,"05:00:00 13,19,05",0.082,G,C
MAC000069,"05:30:00 13,19,05",0.089,G,C
MAC000069,"06:00:00 13,19,05",0.095,G,C
MAC000069,"06:30:00 13,19,05",0.092,G,C
MAC000069,"07:00:00 13,19,05",0.078,G,C
MAC000069,"07:30:00 13,19,05",0.109,G,C
MAC000069,"08:00:00 13,19,05",0.067,G,C
MAC000069,"08:30:00 13,19,05",0.121,G,C
MAC000069,"09:00:00 13,19,05",0.057,G,C
MAC000069,"09:30:00 13,19,05",0.117,G,C
MAC000069,"10:00:00 13,19,05",0.186,G,C
MAC000069,"10:30:00 13,19,05",0.138,G,C
MAC000069,"11:00:00 13,19,05",0.049,G,C
MAC000069,"11:30:00 13,19,05",0.144,G,C
MAC000069,"12:00:00 13,19,05",0.048,G,C
MAC000069,"12:30:00 13,19,05",0.142,G,C
MAC000069,"13:00:00 13,19,05",0.054,G,C
MAC000069,"13:30:00 13,19,05",0.141,G,C
MAC000069,"14:00:00 13,19,05",0.062,G,C
MAC000069,"14:30:00 13,19,05",0.503,G,C
MAC000069,"15:00:00 13,19,05",0.516,G,C
MAC000069,"15:30:00 13,19,05",0.409,G,C
MAC000069,"16:00:00 13,19,05",0.132,G,C
MAC000069,"16:30:00 13,19,05",0.075,G,C
MAC000069,"17:00:00 13,19,05",0.139,G,C
MAC000069,"17:30:00 13,19,05",0.088,G,C
MAC000069,"18:00:00 13,19,05",0.158,G,C
MAC000069,"18:30:00 13,19,05",0.057,G,C
MAC000069,"19:00:00 13,19,05",0.387,G,C
MAC000069,"19:30:00 13,19,05",0.653,G,C
MAC000069,"20:00:00 13,19,05",0.684,G,C
MAC000069,"20:30:00 13,19,05",0.055,G,C
MAC000069,"21:00:00 13,19,05",0.124,G,C
MAC000069,"21:30:00 13,19,05",0.047,G,C
MAC000069,"22:00:00 13,19,05",0.119,G,C
MAC000069,"22:30:00 13,19,05",0.044,G,C
MAC000069,"23:00:00 13,19,05",0.101,G,C
MAC000069,"23:30:00 13,19,05",0.038,G,C
MAC000069,"00:00:00 13,20,05",0.097,G,C
MAC000069,"00:30:00 13,20,05",0.039,G,C
MAC000069,"01:00:00 13,20,05",0.096,G,C
MAC000069,"01:30:00 13,20,05",0.044,G,C
MAC000069,"02:00:00 13,20,05",0.088,G,C
MAC000069,"02:30:00 13,20,05",0.053,G,C
MAC000069,"03:00:00 13,20,05",0.077,G,C
MAC000069,"03:30:00 13,20,05",0.064,G,C
MAC000069,"04:00:00 13,20,05",0.059,G,C
MAC000069,"04:30:00 13,20,05",0.082,G,C
MAC000069,"05:00:00 13,20,05",0.058,G,C
MAC000069,"05:30:00 13,20,05",0.123,G,C
MAC000069,"06:00:00 13,20,05",0.073,G,C
MAC000069,"06:30:00 13,20,05",0.126,G,C
MAC000069,"07:00:00 13,20,05",0.072,G,C
MAC000069,"07:30:00 13,20,05",0.104,G,C
MAC000069,"08:00:00 13,20,05",0.04,G,C
MAC000069,"08:30:00 13,20,05",0.158,G,C
MAC000069,"09:00:00 13,20,05",0.026,G,C
MAC000069,"09:30:00 13,20,05",0.106,G,C
MAC000069,"10:00:00 13,20,05",0.023,G,C
MAC000069,"10:30:00 13,20,05",0.105,G,C
MAC000069,"11:00:00 13,20,05",0.033,G,C
MAC000069,"11:30:00 13,20,05",0.094,G,C
MAC000069,"12:00:00 13,20,05",0.045,G,C
MAC000069,"12:30:00 13,20,05",0.087,G,C
MAC000069,"13:00:00 13,20,05",0.051,G,C
MAC000069,"13:30:00 13,20,05",0.084,G,C
MAC000069,"14:00:00 13,20,05",0.056,G,C
MAC000069,"14:30:00 13,20,05",0.078,G,C
MAC000069,"15:00:00 13,20,05",0.067,G,C
MAC000069,"15:30:00 13,20,05",0.114,G,C
MAC000069,"16:00:00 13,20,05",0.109,G,C
MAC000069,"16:30:00 13,20,05",0.102,G,C
MAC000069,"17:00:00 13,20,05",0.091,G,C
MAC000069,"17:30:00 13,20,05",0.125,G,C
MAC000069,"18:00:00 13,20,05",0.11,G,C
MAC000069,"18:30:00 13,20,05",0.105,G,C
MAC000069,"19:00:00 13,20,05",0.091,G,C
MAC000069,"19:30:00 13,20,05",0.11,G,C
MAC000069,"20:00:00 13,20,05",0.109,G,C
MAC000069,"20:30:00 13,20,05",0.093,G,C
MAC000069,"21:00:00 13,20,05",0.078,G,C
MAC000069,"21:30:00 13,20,05",0.088,G,C
MAC000069,"22:00:00 13,20,05",0.08,G,C
MAC000069,"22:30:00 13,20,05",0.084,G,C
MAC000069,"23:00:00 13,20,05",0.074,G,C
MAC000069,"23:30:00 13,20,05",0.07,G,C
MAC000069,"00:00:00 13,21,05",0.073,G,C
MAC000069,"00:30:00 13,21,05",0.066,G,C
MAC000069,"01:00:00 13,21,05",0.078,G,C
MAC000069,"01:30:00 13,21,05",0.061,G,C
MAC000069,"02:00:00 13,21,05",0.082,G,C
MAC000069,"02:30:00 13,21,05",0.054,G,C
MAC000069,"03:00:00 13,21,05",0.087,G,C
MAC000069,"03:30:00 13,21,05",0.046,G,C
MAC000069,"04:00:00 13,21,05",0.096,G,C
MAC000069,"04:30:00 13,21,05",0.035,G,C
MAC000069,"05:00:00 13,21,05",0.113,G,C
MAC000069,"05:30:00 13,21,05",0.061,G,C
MAC000069,"06:00:00 13,21,05",0.142,G,C
MAC000069,"06:30:00 13,21,05",0.053,G,C
MAC000069,"07:00:00 13,21,05",0.144,G,C
MAC000069,"07:30:00 13,21,05",0.046,G,C
MAC000069,"08:00:00 13,21,05",0.139,G,C
MAC000069,"08:30:00 13,21,05",0.061,G,C
MAC000069,"09:00:00 13,21,05",0.112,G,C
MAC000069,"09:30:00 13,21,05",0.033,G,C
MAC000069,"10:00:00 13,21,05",0.105,G,C
MAC000069,"10:30:00 13,21,05",0.035,G,C
MAC000069,"11:00:00 13,21,05",0.123,G,C
MAC000069,"11:30:00 13,21,05",0.069,G,C
MAC000069,"12:00:00 13,21,05",0.118,G,C
MAC000069,"12:30:00 13,21,05",0.076,G,C
MAC000069,"13:00:00 13,21,05",0.126,G,C
MAC000069,"13:30:00 13,21,05",0.129,G,C
MAC000069,"14:00:00 13,21,05",0.151,G,C
MAC000069,"14:30:00 13,21,05",0.134,G,C
MAC000069,"15:00:00 13,21,05",0.144,G,C
MAC000069,"15:30:00 13,21,05",0.139,G,C
MAC000069,"16:00:00 13,21,05",0.139,G,C
MAC000069,"16:30:00 13,21,05",0.145,G,C
MAC000069,"17:00:00 13,21,05",0.136,G,C
MAC000069,"17:30:00 13,21,05",0.172,G,C
MAC000069,"18:00:00 13,21,05",0.127,G,C
MAC000069,"18:30:00 13,21,05",0.106,G,C
MAC000069,"19:00:00 13,21,05",0.081,G,C
MAC000069,"19:30:00 13,21,05",0.11,G,C
MAC000069,"20:00:00 13,21,05",0.073,G,C
MAC000069,"20:30:00 13,21,05",0.124,G,C
MAC000069,"21:00:00 13,21,05",0.082,G,C
MAC000069,"21:30:00 13,21,05",0.119,G,C
MAC000069,"22:00:00 13,21,05",0.042,G,C
MAC000069,"22:30:00 13,21,05",0.114,G,C
MAC000069,"23:00:00 13,21,05",0.036,G,C
MAC000069,"23:30:00 13,21,05",0.116,G,C
MAC000069,"00:00:00 13,22,05",0.046,G,C
MAC000069,"00:30:00 13,22,05",0.108,G,C
MAC000069,"01:00:00 13,22,05",0.056,G,C
MAC000069,"01:30:00 13,22,05",0.098,G,C
MAC000069,"02:00:00 13,22,05",0.051,G,C
MAC000069,"02:30:00 13,22,05",0.074,G,C
MAC000069,"03:00:00 13,22,05",0.064,G,C
MAC000069,"03:30:00 13,22,05",0.056,G,C
MAC000069,"04:00:00 13,22,05",0.082,G,C
MAC000069,"04:30:00 13,22,05",0.044,G,C
MAC000069,"05:00:00 13,22,05",0.099,G,C
MAC000069,"05:30:00 13,22,05",0.066,G,C
MAC000069,"06:00:00 13,22,05",0.125,G,C
MAC000069,"06:30:00 13,22,05",0.062,G,C
MAC000069,"07:00:00 13,22,05",0.126,G,C
MAC000069,"07:30:00 13,22,05",0.079,G,C
MAC000069,"08:00:00 13,22,05",0.105,G,C
MAC000069,"08:30:00 13,22,05",0.034,G,C
MAC000069,"09:00:00 13,22,05",0.088,G,C
MAC000069,"09:30:00 13,22,05",0.073,G,C
MAC000069,"10:00:00 13,22,05",0.162,G,C
MAC000069,"10:30:00 13,22,05",0.085,G,C
MAC000069,"11:00:00 13,22,05",0.171,G,C
MAC000069,"11:30:00 13,22,05",0.131,G,C
MAC000069,"12:00:00 13,22,05",0.083,G,C
MAC000069,"12:30:00 13,22,05",0.11,G,C
MAC000069,"13:00:00 13,22,05",0.075,G,C
MAC000069,"13:30:00 13,22,05",0.116,G,C
MAC000069,"14:00:00 13,22,05",0.069,G,C
MAC000069,"14:30:00 13,22,05",0.124,G,C
MAC000069,"15:00:00 13,22,05",0.062,G,C
MAC000069,"15:30:00 13,22,05",0.131,G,C
MAC000069,"16:00:00 13,22,05",0.056,G,C
MAC000069,"16:30:00 13,22,05",0.137,G,C
MAC000069,"17:00:00 13,22,05",0.051,G,C
MAC000069,"17:30:00 13,22,05",0.166,G,C
MAC000069,"18:00:00 13,22,05",0.07,G,C
MAC000069,"18:30:00 13,22,05",0.142,G,C
MAC000069,"19:00:00 13,22,05",0.047,G,C
MAC000069,"19:30:00 13,22,05",0.133,G,C
MAC000069,"20:00:00 13,22,05",0.122,G,C
MAC000069,"20:30:00 13,22,05",0.114,G,C
MAC000069,"21:00:00 13,22,05",0.054,G,C
MAC000069,"21:30:00 13,22,05",0.097,G,C
MAC000069,"22:00:00 13,22,05",0.065,G,C
MAC000069,"22:30:00 13,22,05",0.081,G,C
MAC000069,"23:00:00 13,22,05",0.078,G,C
MAC000069,"23:30:00 13,22,05",0.065,G,C
MAC000069,"00:00:00 13,23,05",0.093,G,C
MAC000069,"00:30:00 13,23,05",0.053,G,C
MAC000069,"01:00:00 13,23,05",0.103,G,C
MAC000069,"01:30:00 13,23,05",0.044,G,C
MAC000069,"02:00:00 13,23,05",0.108,G,C
MAC000069,"02:30:00 13,23,05",0.034,G,C
MAC000069,"03:00:00 13,23,05",0.092,G,C
MAC000069,"03:30:00 13,23,05",0.031,G,C
MAC000069,"04:00:00 13,23,05",0.092,G,C
MAC000069,"04:30:00 13,23,05",0.03,G,C
MAC000069,"05:00:00 13,23,05",0.098,G,C
MAC000069,"05:30:00 13,23,05",0.052,G,C
MAC000069,"06:00:00 13,23,05",0.135,G,C
MAC000069,"06:30:00 13,23,05",0.047,G,C
MAC000069,"07:00:00 13,23,05",0.13,G,C
MAC000069,"07:30:00 13,23,05",0.069,G,C
MAC000069,"08:00:00 13,23,05",0.121,G,C
MAC000069,"08:30:00 13,23,05",0.035,G,C
MAC000069,"09:00:00 13,23,05",0.086,G,C
MAC000069,"09:30:00 13,23,05",0.131,G,C
MAC000069,"10:00:00 13,23,05",0.103,G,C
MAC000069,"10:30:00 13,23,05",0.784,G,C
MAC000069,"11:00:00 13,23,05",0.493,G,C
MAC000069,"11:30:00 13,23,05",0.294,G,C
MAC000069,"12:00:00 13,23,05",0.105,G,C
MAC000069,"12:30:00 13,23,05",0.113,G,C
MAC000069,"13:00:00 13,23,05",0.113,G,C
MAC000069,"13:30:00 13,23,05",0.141,G,C
MAC000069,"14:00:00 13,23,05",0.136,G,C
MAC000069,"14:30:00 13,23,05",0.155,G,C
MAC000069,"15:00:00 13,23,05",0.184,G,C
MAC000069,"15:30:00 13,23,05",0.189,G,C
MAC000069,"16:00:00 13,23,05",0.117,G,C
