cell_id,DateTime,KWH/hh (per half hour) ,site_id,region
MAC000036,"17:30:00 13,09,01",0.097,E,A
MAC000036,"18:00:00 13,09,01",0.043,E,A
MAC000036,"18:30:00 13,09,01",0.044,E,A
MAC000036,"19:00:00 13,09,01",0.181,E,A
MAC000036,"19:30:00 13,09,01",0.106,E,A
MAC000036,"20:00:00 13,09,01",0.044,E,A
MAC000036,"20:30:00 13,09,01",0.045,E,A
MAC000036,"21:00:00 13,09,01",0.044,E,A
MAC000036,"21:30:00 13,09,01",0.101,E,A
MAC000036,"22:00:00 13,09,01",0.046,E,A
MAC000036,"22:30:00 13,09,01",0.007,E,A
MAC000036,"23:00:00 13,09,01",0.006,E,A
MAC000036,"23:30:00 13,09,01",0.052,E,A
MAC000036,"00:00:00 13,10,01",0.016,E,A
MAC000036,"00:30:00 13,10,01",0,E,A
MAC000036,"01:00:00 13,10,01",0,E,A
MAC000036,"01:30:00 13,10,01",0.038,E,A
MAC000036,"02:00:00 13,10,01",0.026,E,A
MAC000036,"02:30:00 13,10,01",0,E,A
MAC000036,"03:00:00 13,10,01",0,E,A
MAC000036,"03:30:00 13,10,01",0.023,E,A
MAC000036,"04:00:00 13,10,01",0.041,E,A
MAC000036,"04:30:00 13,10,01",0,E,A
MAC000036,"05:00:00 13,10,01",0,E,A
MAC000036,"05:30:00 13,10,01",0.005,E,A
MAC000036,"06:00:00 13,10,01",0.059,E,A
MAC000036,"06:30:00 13,10,01",0,E,A
MAC000036,"07:00:00 13,10,01",0,E,A
MAC000036,"07:30:00 13,10,01",0,E,A
MAC000036,"08:00:00 13,10,01",0.119,E,A
MAC000036,"08:30:00 13,10,01",0.206,E,A
MAC000036,"09:00:00 13,10,01",0.042,E,A
MAC000036,"09:30:00 13,10,01",0.042,E,A
MAC000036,"10:00:00 13,10,01",0.075,E,A
MAC000036,"10:30:00 13,10,01",0.062,E,A
MAC000036,"11:00:00 13,10,01",0.028,E,A
MAC000036,"11:30:00 13,10,01",0,E,A
MAC000036,"12:00:00 13,10,01",0.017,E,A
MAC000036,"12:30:00 13,10,01",0.046,E,A
MAC000036,"13:00:00 13,10,01",0,E,A
MAC000036,"13:30:00 13,10,01",0,E,A
MAC000036,"14:00:00 13,10,01",0,E,A
MAC000036,"14:30:00 13,10,01",0.06,E,A
MAC000036,"15:00:00 13,10,01",0.003,E,A
MAC000036,"15:30:00 13,10,01",0.001,E,A
MAC000036,"16:00:00 13,10,01",0.03,E,A
MAC000036,"16:30:00 13,10,01",0.241,E,A
MAC000036,"17:00:00 13,10,01",0.069,E,A
MAC000036,"17:30:00 13,10,01",0.049,E,A
MAC000036,"18:00:00 13,10,01",0.045,E,A
MAC000036,"18:30:00 13,10,01",0.067,E,A
MAC000036,"19:00:00 13,10,01",0.246,E,A
MAC000036,"19:30:00 13,10,01",0.088,E,A
MAC000036,"20:00:00 13,10,01",0.044,E,A
MAC000036,"20:30:00 13,10,01",0.043,E,A
MAC000036,"21:00:00 13,10,01",0.103,E,A
MAC000036,"21:30:00 13,10,01",0.047,E,A
MAC000036,"22:00:00 13,10,01",0.046,E,A
MAC000036,"22:30:00 13,10,01",0.009,E,A
MAC000036,"23:00:00 13,10,01",0.04,E,A
MAC000036,"23:30:00 13,10,01",0.032,E,A
MAC000036,"00:00:00 13,11,01",0.005,E,A
MAC000036,"00:30:00 13,11,01",0.003,E,A
MAC000036,"01:00:00 13,11,01",0.005,E,A
MAC000036,"01:30:00 13,11,01",0.057,E,A
MAC000036,"02:00:00 13,11,01",0,E,A
MAC000036,"02:30:00 13,11,01",0,E,A
MAC000036,"03:00:00 13,11,01",0,E,A
MAC000036,"03:30:00 13,11,01",0.042,E,A
MAC000036,"04:00:00 13,11,01",0.019,E,A
MAC000036,"04:30:00 13,11,01",0,E,A
MAC000036,"05:00:00 13,11,01",0,E,A
MAC000036,"05:30:00 13,11,01",0.01,E,A
MAC000036,"06:00:00 13,11,01",0.05,E,A
MAC000036,"06:30:00 13,11,01",0,E,A
MAC000036,"07:00:00 13,11,01",0,E,A
MAC000036,"07:30:00 13,11,01",0,E,A
MAC000036,"08:00:00 13,11,01",0.048,E,A
MAC000036,"08:30:00 13,11,01",0.013,E,A
MAC000036,"09:00:00 13,11,01",0.391,E,A
MAC000036,"09:30:00 13,11,01",0.016,E,A
MAC000036,"10:00:00 13,11,01",0.027,E,A
MAC000036,"10:30:00 13,11,01",0.043,E,A
MAC000036,"11:00:00 13,11,01",0,E,A
MAC000036,"11:30:00 13,11,01",0,E,A
MAC000036,"12:00:00 13,11,01",0,E,A
MAC000036,"12:30:00 13,11,01",0.059,E,A
MAC000036,"13:00:00 13,11,01",0.002,E,A
MAC000036,"13:30:00 13,11,01",0,E,A
MAC000036,"14:00:00 13,11,01",0,E,A
MAC000036,"14:30:00 13,11,01",0.035,E,A
MAC000036,"15:00:00 13,11,01",0.07,E,A
MAC000036,"15:30:00 13,11,01",0.192,E,A
MAC000036,"16:00:00 13,11,01",0.046,E,A
MAC000036,"16:30:00 13,11,01",0.045,E,A
MAC000036,"17:00:00 13,11,01",0.101,E,A
MAC000036,"17:30:00 13,11,01",0.046,E,A
MAC000036,"18:00:00 13,11,01",0.045,E,A
MAC000036,"18:30:00 13,11,01",0.045,E,A
MAC000036,"19:00:00 13,11,01",0.237,E,A
MAC000036,"19:30:00 13,11,01",0.06,E,A
MAC000036,"20:00:00 13,11,01",0.141,E,A
MAC000036,"20:30:00 13,11,01",0.044,E,A
MAC000036,"21:00:00 13,11,01",0.065,E,A
MAC000036,"21:30:00 13,11,01",0.082,E,A
